line_item_narative,Line_item_target,aug_flag
Ok i'm coming home now.,ham,default
Can not use foreign stamps in this country.,ham,default
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",spam,default
How are you enjoying this semester? Take care brother.,ham,default
"Get the door, I'm here",ham,default
"Lets use it next week, princess :)",ham,default
Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,ham,default
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),ham,default
Missed call alert. These numbers called but left no message. 07008009200,spam,default
I attended but nothing is there.,ham,default
No dear i was sleeping :-P,ham,default
Will be office around 4 pm. Now i am going hospital.,ham,default
Actually i'm waiting for 2 weeks when they start putting ad.,ham,default
Anything lor if they all go then i go lor...,ham,default
Stupid auto correct on my phone,ham,default
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",ham,default
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,default
Have you started in skye,ham,default
Have you bookedthe hut? And also your time off? How are you by the way?,ham,default
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,ham,default
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,spam,default
Lol wtf random. Btw is that your lunch break,ham,default
Detroit. The home of snow. Enjoy it.,ham,default
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,spam,default
"Aight, I'm chillin in a friend's room so text me when you're on the way",ham,default
Well welp is sort of a semiobscure internet thing,ham,default
Loosu go to hospital. De dont let it careless.,ham,default
How much for an eighth?,ham,default
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,ham,default
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,ham,default
"How about clothes, jewelry, and trips?",ham,default
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,ham,default
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,default
You'll never believe this but i have actually got off at taunton. Wow,ham,default
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",ham,default
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,ham,default
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,ham,default
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,ham,default
Beauty sleep can help ur pimples too.,ham,default
Where to get those?,ham,default
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham,default
Haiyoh... Maybe your hamster was jealous of million,ham,default
Can you please send me my aunty's number,ham,default
I'm glad. You are following your dreams.,ham,default
I've reached home finally...,ham,default
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,default
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",ham,default
I pocked you up there before,ham,default
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,ham,default
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),ham,default
"Okay, good, no problem, and thanx!",ham,default
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",ham,default
Call me when u're done...,ham,default
G.W.R,ham,default
You best watch what you say cause I get drunk as a motherfucker,ham,default
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,spam,default
Please CALL 08712402578 immediately as there is an urgent message waiting for you,spam,default
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",ham,default
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,ham,default
Yup i'm free...,ham,default
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",ham,default
Yo come over carlos will be here soon,ham,default
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,ham,default
I guess it is useless calling u 4 something important.,ham,default
He dint tell anything. He is angry on me that why you told to abi.,ham,default
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,default
I keep ten rs in my shelf:) buy two egg.,ham,default
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",ham,default
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,ham,default
Captain is in our room:),ham,default
Are you still playing with gautham?,ham,default
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",ham,default
Sorry . I will be able to get to you. See you in the morning.,ham,default
Aight well keep me informed,ham,default
Am only searching for good dual sim mobile pa.,ham,default
That seems unnecessarily hostile,ham,default
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam,default
i thought we were doing a king of the hill thing there.,ham,default
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham,default
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",ham,default
on a Tuesday night r u 4 real,ham,default
Yes when is the appt again?,ham,default
Just got outta class gonna go gym.,ham,default
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,ham,default
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham,default
Enjoy urself tmr...,ham,default
You still around? I could use a half-8th,ham,default
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,ham,default
ÌÏ bot notes oredi... Cos i juz rem i got...,ham,default
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam,default
Great. So should i send you my account number.,ham,default
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,default
ÌÏ only send me the contents page...,ham,default
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",ham,default
"I can't right this second, gotta hit people up first",ham,default
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,default
Mm yes dear look how i am hugging you both. :-P,ham,default
I like dis sweater fr mango but no more my size already so irritating.,ham,default
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,ham,default
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam,default
K and you're sure I don't have to have consent forms to do it :V,ham,default
Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,default
How much is torch in 9ja.,ham,default
"Doing nothing, then u not having dinner w us?",ham,default
How are you. Just checking up on you,ham,default
Mathews or tait or edwards or anderson,ham,default
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,ham,default
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",ham,default
S.i'm watching it in live..,ham,default
"see you then, we're all christmassy here!",ham,default
"K I'm ready,  &lt;#&gt; ?",ham,default
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,default
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,default
Dear :-/ why you mood off. I cant drive so i brother to drive,ham,default
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",ham,default
Yes just finished watching days of our lives. I love it.,ham,default
Juz go google n search 4 qet...,ham,default
Many times we lose our best ones bcoz we are ,ham,default
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",ham,default
Just getting back home,ham,default
"Sorry, I'll call later  &lt;#&gt; mins",ham,default
Dun need to use dial up juz open da browser n surf...,ham,default
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",ham,default
You also didnt get na hi hi hi hi hi,ham,default
Ya but it cant display internal subs so i gotta extract them,ham,default
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,ham,default
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham,default
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,ham,default
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",ham,default
"When you get free, call me",ham,default
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_,ham,default
MMM ... Fuck .... Merry Christmas to me,ham,default
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham,default
Update your face book status frequently :),ham,default
Was it something u ate?,ham,default
So what did the bank say about the money?,ham,default
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,default
Hey they r not watching movie tonight so i'll prob b home early...,ham,default
Yar lor... How u noe? U used dat route too?,ham,default
2mro i am not coming to gym machan. Goodnight.,ham,default
Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,ham,default
Sounds great! Im going to sleep now. Have a good night!,ham,default
How come u got nothing to do?,ham,default
i want to grasp your pretty booty :),ham,default
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham,default
"2 celebrate my båÕday, y else?",ham,default
Please tell me you have some of that special stock you were talking about,ham,default
"Awesome, be there in a minute",ham,default
I've told you everything will stop. Just dont let her get dehydrated.,ham,default
Or I guess  &lt;#&gt;  min,ham,default
I'm home. Ard wat time will u reach?,ham,default
"If you want to mapquest it or something look up \usf dogwood drive\""",ham,default
Aight should I just plan to come up later tonight?,ham,default
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,ham,default
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",spam,default
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham,default
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",ham,default
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""",ham,default
Much better now thanks lol,ham,default
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham,default
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",ham,default
Wa... U so efficient... Gee... Thanx...,ham,default
3. You have received your mobile content. Enjoy,spam,default
S but not able to sleep.,ham,default
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam,default
We will meet soon princess! Ttyl!,ham,default
I'll pick you up at about 5.15pm to go to taunton if you still want to come.,ham,default
Oh :-)only 4 outside players allowed to play know,ham,default
Erutupalam thandiyachu,ham,default
No..its ful of song lyrics..,ham,default
"What do u reckon as need 2 arrange transport if u can't do it, thanks",ham,default
have * good weekend.,ham,default
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,ham,default
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham,default
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham,default
Probably a couple hours tops,ham,default
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",ham,default
Man this bus is so so so slow. I think you're gonna get there before me,ham,default
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",ham,default
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+",spam,default
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam,default
Nvm take ur time.,ham,default
So wat's da decision?,ham,default
Wot is u up 2 then bitch?,ham,default
She told to hr that he want posting in chennai:)because i'm working here:),ham,default
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam,default
ÌÏ takin linear algebra today?,ham,default
This weekend is fine (an excuse not to do too much decorating),ham,default
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham,default
Now project pa. After that only i can come.,ham,default
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",ham,default
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,ham,default
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",ham,default
Hi good mornin.. Thanku wish u d same..,ham,default
Actually I decided I was too hungry so I haven't left yet :V,ham,default
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,ham,default
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )",spam,default
Understand. his loss is my gain :) so do you work? School?,ham,default
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,ham,default
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham,default
Ok both our days. So what are you making for dinner tonite? Am I invited?,ham,default
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam,default
I have no money 4 steve mate! !,ham,default
IM LATE TELLMISS IM ON MY WAY,ham,default
Normally i use to drink more water daily:),ham,default
Dare i ask... Any luck with sorting out the car?,ham,default
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",ham,default
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham,default
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam,default
I've been trying to reach him without success,ham,default
when you and derek done with class?,ham,default
Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...,ham,default
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,ham,default
Hey mate. Spoke to the mag people. WeÛ÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,ham,default
"Haha, my friend tyler literally just asked if you could get him a dubsack",ham,default
"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""",ham,default
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,ham,default
Try to do something dear. You read something for exams,ham,default
Gettin rdy to ship comp,ham,default
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),ham,default
Think + da. You wil do.,ham,default
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham,default
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",ham,default
Tell me again what your address is,ham,default
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham,default
But you were together so you should be thinkin about him,ham,default
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham,default
At WHAT TIME should i come tomorrow,ham,default
\CHA QUITEAMUZING THATåÕSCOOL BABE,ham,default
Omg how did u know what I ate?,ham,default
:( but your not here....,ham,default
Not directly behind... Abt 4 rows behind Ì_...,ham,default
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,default
"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam,default
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham,default
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham,default
Noooooooo please. Last thing I need is stress. For once in your life be fair.,ham,default
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam,default
"I'll see if I can swing by in a bit, got some things to take care of here firsg",ham,default
Have you not finished work yet or something?,ham,default
Right it wasnt you who phoned it was someone with a number like yours!,ham,default
It's ok i wun b angry. Msg u aft i come home tonight.,ham,default
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,ham,default
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham,default
I'm stuck in da middle of da row on da right hand side of da lt... ,ham,default
Have you laid your airtel line to rest?,ham,default
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,ham,default
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam,default
\Hey j! r u feeling any better,ham,default
And I don't plan on staying the night but I prolly won't be back til late,ham,default
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",ham,default
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,ham,default
We live in the next  &lt;#&gt; mins,ham,default
Y de asking like this.,ham,default
Just glad to be talking to you.,ham,default
Sorry da. I gone mad so many pending works what to do.,ham,default
How much you got for cleaning,ham,default
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,ham,default
ÌÏ called dad oredi...,ham,default
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,ham,default
"Received, understood n acted upon!",ham,default
They finally came to fix the ceiling.,ham,default
"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....""",ham,default
Jus finish blowing my hair. U finish dinner already?,ham,default
Lol ... I knew that .... I saw him in the dollar store,ham,default
Todays Voda numbers ending with 7634 are selected to receive a å£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam,default
Everybody had fun this evening. Miss you.,ham,default
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",ham,default
Oh wow thats gay. Will firmware update help,ham,default
These won't do. Have to move on to morphine,ham,default
How come i din c Ì_... Yup i cut my hair...,ham,default
K k pa Had your lunch aha.,ham,default
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham,default
Of course. I guess god's just got me on hold right now.,ham,default
Sorry i din lock my keypad.,ham,default
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam,default
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,ham,default
We are okay. Going to sleep now. Later,ham,default
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,spam,default
Where r e meeting tmr?,ham,default
Lol yes. But it will add some spice to your day.,ham,default
"K, I'll work something out",ham,default
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam,default
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,ham,default
You call him and tell now infront of them. Call him now.,ham,default
Ok no prob...,ham,default
No. Yes please. Been swimming?,ham,default
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,ham,default
"When I was born, GOD said, \Oh No! Another IDIOT\"". When you were born",ham,default
"Probably not, I'm almost out of gas and I get some cash tomorrow",ham,default
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam,default
I forgot 2 ask Ì_ all smth.. There's a card on da present lei... How? ÌÏ all want 2 write smth or sign on it?,ham,default
I'm leaving my house now.,ham,default
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam,default
It is a good thing I'm now getting the connection to bw,ham,default
Ok u can take me shopping when u get paid =D,ham,default
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",ham,default
Hmmm.but you should give it on one day..,ham,default
"Didn't try, g and I decided not to head out",ham,default
Ok no prob,ham,default
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham,default
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,ham,default
"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",spam,default
A guy who gets used but is too dumb to realize it.,ham,default
Yes fine ,ham,default
I liked the new mobile,ham,default
Anytime...,ham,default
Yar but they say got some error.,ham,default
"Haha awesome, I might need to take you up on that, what you doin tonight?",ham,default
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham,default
Thats cool princess! I will cover your face in hot sticky cum :),ham,default
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",ham,default
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham,default
HELLO PEACH! MY CAKE TASTS LUSH!,ham,default
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",spam,default
"There'll be a minor shindig at my place later tonight, you interested?",ham,default
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",spam,default
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham,default
I've reached already.,ham,default
I dont know ask to my brother. Nothing problem some thing that. Just i told .,ham,default
Wat time r Ì_ going to xin's hostel?,ham,default
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,ham,default
Oh k:)after that placement there ah?,ham,default
"Not for possession, especially not first offense",ham,default
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,ham,default
Many more happy returns of the day. I wish you happy birthday.,ham,default
Orh i tot u say she now still dun believe.,ham,default
"When you just put in the + sign, choose my number and the pin will show. Right?",ham,default
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,ham,default
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",ham,default
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam,default
Well boy am I glad G wasted all night at applebees for nothing,ham,default
U wan 2 haf lunch i'm in da canteen now.,ham,default
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham,default
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",ham,default
I'm home. Doc gave me pain meds says everything is fine.,ham,default
It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),ham,default
Me too! Have a lovely night xxx,ham,default
Prepare to be pleasured :),ham,default
Hi.:)technical support.providing assistance to us customer through call and email:),ham,default
if you text on your way to cup stop that should work. And that should be BUS,ham,default
Whens your radio show?,ham,default
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,ham,default
Hi..i got the money da:),ham,default
Ok then u tell me wat time u coming later lor.,ham,default
U repeat e instructions again. Wat's e road name of ur house?,ham,default
Quite lor. But dun tell him wait he get complacent...,ham,default
Sorry completely forgot * will pop em round this week if your still here?,ham,default
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,ham,default
O we cant see if we can join denis and mina? Or does denis want alone time,ham,default
"Call me, i am senthil from hsbc.",ham,default
Indeed and by the way it was either or - not both !,ham,default
Holy living christ what is taking you so long,ham,default
We're on the opposite side from where we dropped you off,ham,default
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham,default
Gd luck 4 ur exams :-),ham,default
Sorry that was my uncle. I.ll keep in touch,ham,default
Saw Guys and Dolls last night with Patrick Swayze it was great,ham,default
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam,default
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",ham,default
How do you plan to manage that,ham,default
"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",ham,default
Sorry for the delay. Yes masters,ham,default
Call me when u finish then i come n pick u.,ham,default
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,spam,default
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",ham,default
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",ham,default
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham,default
"fyi I'm at usf now, swing by the room whenever",ham,default
i can call in  &lt;#&gt;  min if thats ok,ham,default
ÌÏ no home work to do meh... ,ham,default
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,ham,default
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,ham,default
How's ur paper?,ham,default
Got smaller capacity one? Quite ex...,ham,default
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,default
Im good! I have been thinking about you...,ham,default
u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),spam,default
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,ham,default
I am going to sleep. I am tired of travel.,ham,default
"Haha, just what I was thinkin",ham,default
Yup but it's not giving me problems now so mayb i'll jus leave it...,ham,default
Lol no. Just trying to make your day a little more interesting,ham,default
