Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud,augm_text_default_mn_gpt_neo
spam,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,1,train,hope enjoyed new content. text stop 61610 unsubscribe. help:08712400602450p provided tones2you.co.uk,11,"[('hope enjoyed', 0.0934346755383478), ('enjoyed new content', 0.0934346755383478), ('unsubscribe', 0.19677146788549632), ('hope', 0.2200560909321288), ('content', 0.2200560909321288), ('provided', 0.26303348124903125), ('text stop', 0.32441639786848336), ('enjoyed', 0.38831292435681075), ('text', 0.4949246952252326), ('stop', 0.4949246952252326)]","['hope', 'content', 'provided', 'text stop', 'enjoyed', 'text', 'stop']","hope,content,provided,text stop,enjoyed,text,stop",",text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text,text"
spam,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ,1,train,urgent please call 09066612661 landline. å£5000 cash luxury 4* canary islands holiday await collection. t&cs sae award. 20m12aq. 150ppm. 16+ ûï,21,"[('urgent please call', 0.06320982685919768), ('landline', 0.07459883109391804), ('urgent', 0.24382756938246325), ('call', 0.24382756938246325), ('cash luxury', 0.387110231964722), ('cash', 0.5282771639219086), ('luxury', 0.5282771639219086), ('canary', 0.5282771639219086), ('collection', 0.5282771639219086), ('canary islands', 0.608202513796096), ('await collection', 0.608202513796096), ('award', 0.6200038627901097), ('islands', 0.7158889130125407), ('holiday', 0.7158889130125407), ('await', 0.7158889130125407), ('sae', 0.7859182515386961), ('sae award', 0.9503531816424411), ('canary islands holiday', 0.9931478166409248), ('holiday await collection', 0.9931478166409248), ('islands holiday', 1.0512691578426292)]","['urgent', 'call', 'cash luxury', 'cash', 'luxury', 'canary', 'collection', 'canary islands', 'await collection', 'award', 'islands', 'holiday', 'await', 'sae', 'sae award', 'canary islands holiday', 'holiday await collection', 'islands holiday']","urgent,call,cash luxury,cash,luxury,canary,collection,canary islands,await collection,award,islands,holiday,await,sae,sae award,canary islands holiday,holiday await collection,islands holiday",",island,island,island,island,island,island,island,island,island,island,island,island,island,island,island,island,is"
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",1,train,"urgent! please call 09066612661 landline, complimentary 4* lux costa del sol holiday å£1000 cash await collection. ppm 150 sae t&cs james 28, eh74rr",23,"[('urgent', 0.06588837669267192), ('landline', 0.19677146788549632), ('complimentary', 0.19677146788549632), ('ppm', 0.26303348124903125), ('cash await collection', 0.40991697689533735), ('call', 0.4949246952252326), ('lux', 0.4949246952252326), ('cash', 0.4949246952252326), ('collection', 0.4949246952252326), ('lux costa', 0.5162806230574593), ('cash await', 0.5162806230574593), ('await collection', 0.5162806230574593), ('sae', 0.5880798524606783), ('james', 0.5880798524606783), ('costa', 0.68796622281612), ('del', 0.68796622281612), ('sol', 0.68796622281612), ('holiday', 0.68796622281612), ('await', 0.68796622281612), ('lux costa del', 0.7455031627189533)]","['ppm', 'cash await collection', 'call', 'lux', 'cash', 'collection', 'lux costa', 'cash await', 'await collection', 'sae', 'james', 'costa', 'del', 'sol', 'holiday', 'await', 'lux costa del']","ppm,cash await collection,call,lux,cash,collection,lux costa,cash await,await collection,sae,james,costa,del,sol,holiday,await,lux costa del",",sae,james,costa,del,sae,james,costa,del,sae,james,costa,del,sae,james,costa,del,sae,james"
spam,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,1,train,burger king - wanna play footy top stadium? get 2 burger king 1st sept go large super coca-cola walk winner,20,"[('wanna play footy', 0.010253909831799277), ('footy top stadium', 0.010253909831799277), ('burger king', 0.01638084295314389), ('play footy top', 0.01692385527002603), ('wanna play', 0.038712704770480444), ('top stadium', 0.038712704770480444), ('play footy', 0.06293003982763551), ('footy top', 0.06293003982763551), ('burger', 0.0890539252249518), ('king', 0.0890539252249518), ('wanna', 0.1531727145735673), ('stadium', 0.1531727145735673), ('coca-cola walk winner', 0.20289090561195347), ('play', 0.2433193585127945), ('footy', 0.2433193585127945), ('top', 0.2433193585127945), ('sept go large', 0.2555837115374544), ('walk winner', 0.2555837115374544), ('large super coca-cola', 0.32018471468165643), ('super coca-cola walk', 0.32018471468165643)]","['coca-cola walk winner', 'play', 'footy', 'top', 'sept go large', 'walk winner', 'large super coca-cola', 'super coca-cola walk']","coca-cola walk winner,play,footy,top,sept go large,walk winner,large super coca-cola,super coca-cola walk"," winner,play,footy,top,sept go large,walk winner,large super coca-cola,super coca-cola walk winner,play,footy,top,sept go large,walk winner,large"
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,1,train,come takes little time child afraid dark become teenager wants stay night?,12,"[('time child afraid', 0.03339840940482845), ('child afraid dark', 0.03339840940482845), ('stay night', 0.04940384002065631), ('time child', 0.09700399286574239), ('child afraid', 0.09700399286574239), ('afraid dark', 0.09700399286574239), ('dark become teenager', 0.09700399286574239), ('teenager wants stay', 0.09700399286574239), ('night', 0.15831692877998726), ('time', 0.29736558256021506), ('child', 0.29736558256021506), ('afraid', 0.29736558256021506), ('dark', 0.29736558256021506), ('teenager', 0.29736558256021506), ('stay', 0.29736558256021506)]","['time', 'child', 'afraid', 'dark', 'teenager', 'stay']","time,child,afraid,dark,teenager,stay",",stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay,stay"
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",1,train,"ur chance win å£250 cash every wk txt: action 80608. t's&c's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",15,"[('chance win', 0.04188746641162499), ('action', 0.05899937629682816), ('cash', 0.12363091320521931), ('txt', 0.12363091320521931), ('custcare', 0.17881754828257995), ('chance', 0.2005079697193566), ('win', 0.2005079697193566)]","['chance', 'win']","chance,win",",win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win,win"
spam,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870,1,train,uûªve bin awarded å£50 play 4 instant cash. call 08715203028 claim. every 9th player wins min å£50-å£500. optout 08718727870,19,"[('instant cash', 0.014114963311119349), ('bin awarded', 0.030803441134664936), ('play', 0.06997357213356549), ('instant', 0.11797671014185607), ('cash', 0.11797671014185607), ('bin', 0.17286683788205306), ('awarded', 0.17286683788205306), ('player wins min', 0.19961645069515616), ('call', 0.20717186494652254), ('claim', 0.20717186494652254), ('player wins', 0.26176225393615005), ('optout', 0.31813151393529204), ('wins min', 0.359016783205622), ('player', 0.4036310100959565), ('wins', 0.5139785153975659), ('min', 0.5139785153975659)]","['call', 'claim', 'player wins', 'optout', 'wins min', 'player', 'wins', 'min']","call,claim,player wins,optout,wins min,player,wins,min",",player,wins,max,player,wins,max,player,wins,max,player,wins,max,player,wins,max,player,wins,max,player,wins,max,"
spam,FreeMsg>FAV XMAS TONES!Reply REAL,1,train,freemsg>fav xmas tones!reply real,4,"[('fav xmas tones', 0.008321268142839145), ('reply real', 0.02570861714399338), ('freemsg', 0.04491197687864554), ('fav xmas', 0.04940384002065631), ('xmas tones', 0.04940384002065631), ('fav', 0.15831692877998726), ('tones', 0.15831692877998726), ('reply', 0.15831692877998726), ('real', 0.15831692877998726), ('xmas', 0.29736558256021506)]",['xmas'],xmas,"_t *p_mas_t,
																																								"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 ,1,train,december only! mobile 11mths+? entitled update latest colour camera mobile free! call mobile update co free 08002986906,17,"[('december', 0.18261103658328817), ('mobile', 0.21869262506399195), ('free', 0.2487355042931366), ('update', 0.3299477337843501), ('mobile free', 0.4845158809485196), ('entitled', 0.5306156764479363), ('entitled update', 0.5388187335851174), ('call', 0.5807777077691314), ('camera mobile free', 0.5889222777409171), ('call mobile', 0.6156012916167266), ('latest', 0.638510056368181), ('colour', 0.638510056368181), ('camera', 0.638510056368181), ('entitled update latest', 0.6637311735727287), ('latest colour', 0.6883196249669319), ('colour camera', 0.6883196249669319), ('camera mobile', 0.7209106925871436), ('update latest', 0.7281600513171438), ('mobile update', 0.7634905765916634), ('call mobile update', 0.8226349559668611)]","['mobile', 'free', 'update', 'mobile free', 'entitled', 'entitled update', 'call', 'camera mobile free', 'call mobile', 'latest', 'colour', 'camera', 'entitled update latest', 'latest colour', 'colour camera', 'camera mobile', 'update latest', 'mobile update', 'call mobile update']","mobile,free,update,mobile free,entitled,entitled update,call,camera mobile free,call mobile,latest,colour,camera,entitled update latest,latest colour,colour camera,camera mobile,update latest,mobile update,call mobile update",",call mobile,camera mobile,update latest,mobile update,call mobile,camera mobile,update latest,mobile update,call mobile,camera mobile,update latest,mobile update,call mobile,camera mobile,update latest,mobile update,call"
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",1,train,"gr8 poly tones 4 mobs direct 2u rply poly title 8007 eg poly breathe1 titles: crazyin, sleepingwith, finest, ymca :getzed.co.uk pobox365o4w45wq 300p",22,"[('rply poly title', 0.0025544629982382884), ('mobs direct', 0.009205934244738949), ('poly tones', 0.022994192219014976), ('rply poly', 0.022994192219014976), ('poly title', 0.025979745014555657), ('crazyin', 0.05606652918276678), ('sleepingwith', 0.05606652918276678), ('finest', 0.05606652918276678), ('ymca', 0.05606652918276678), ('poly', 0.07844760663061562), ('tones', 0.0955089425043682), ('mobs', 0.0955089425043682), ('direct', 0.0955089425043682), ('rply', 0.0955089425043682), ('title', 0.10759575674276083), ('titles', 0.10759575674276083)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.,1,train,romcapspam everyone around responding well presence since warm outgoing. bringing real breath sunshine.,13,"[('warm outgoing', 0.07796891081290885), ('responding well presence', 0.1495930091794576), ('presence since warm', 0.1495930091794576), ('romcapspam', 0.2005079697193566), ('outgoing', 0.2005079697193566), ('responding', 0.36073110501666333), ('presence', 0.36073110501666333), ('warm', 0.36073110501666333), ('bringing real', 0.4456055016437946), ('breath sunshine', 0.4456055016437946), ('bringing', 0.46553351027698087), ('sunshine', 0.46553351027698087), ('bringing real breath', 0.5777370055722434), ('real breath sunshine', 0.5777370055722434), ('real', 0.6621399683957523), ('breath', 0.6621399683957523), ('real breath', 0.7807198046783035)]","['romcapspam', 'outgoing', 'responding', 'presence', 'warm', 'bringing real', 'breath sunshine', 'bringing', 'sunshine', 'bringing real breath', 'real breath sunshine', 'real', 'breath', 'real breath']","romcapspam,outgoing,responding,presence,warm,bringing real,breath sunshine,bringing,sunshine,bringing real breath,real breath sunshine,real,breath,real breath",",real,breath,real,breath,real,breath,real,breath,real,breath,real,breath,real,breath,real,breath,real,breath,real,breath"
spam,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate",1,train,"congratulations - thanks good friend u å£2,000 xmas prize. 2 claim easy, call 08712103738 now! 10p per minute. bt-national-rate",19,"[('xmas prize', 0.050888965170882816), ('congratulations', 0.06588837669267192), ('good friend', 0.17756077014849755), ('call', 0.19677146788549632), ('xmas', 0.2200560909321288), ('prize', 0.2200560909321288), ('claim easy', 0.32441639786848336), ('good', 0.38831292435681075), ('friend', 0.38831292435681075), ('claim', 0.4949246952252326), ('easy', 0.4949246952252326), ('minute.', 0.5880798524606783)]","['xmas', 'prize', 'claim easy', 'good', 'friend', 'claim', 'easy', 'minute.']","xmas,prize,claim easy,good,friend,claim,easy,minute.","

#                                               "
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,1,train,send logo 2 ur lover - 2 names joined heart. txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo! pobox36504w45wq txtno 4 ads 150p.,27,"[('send logo', 0.026024163896581142), ('joined heart', 0.041798874333752976), ('send', 0.1592610586324978), ('logo', 0.1592610586324978), ('lover', 0.1592610586324978), ('heart', 0.1592610586324978), ('yahoo', 0.2262463550049216), ('joined', 0.2519249053615113), ('love adam eve', 0.27206927632426653), ('adam eve', 0.2721426961874277), ('txtno', 0.29874233983348836), ('ads', 0.29874233983348836), ('love', 0.3036557721913564), ('txt love', 0.31752013096819887), ('txt', 0.3968281465973205), ('mobno', 0.3968281465973205), ('eve', 0.3968281465973205), ('love adam', 0.4867531816369281), ('adam', 0.5390864124626342), ('mobno eg love', 0.564335095800089)]","['yahoo', 'joined', 'love adam eve', 'adam eve', 'txtno', 'ads', 'love', 'txt love', 'txt', 'mobno', 'eve', 'love adam', 'adam', 'mobno eg love']","yahoo,joined,love adam eve,adam eve,txtno,ads,love,txt love,txt,mobno,eve,love adam,adam,mobno eg love"," adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,adam,"
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",1,train,"free-message: jamster!get crazy frog sound now! poly text mad1, real text mad2 88888. 6 crazy sounds 3 gbp/week! 16+only! t&c's apply",21,"[('free-message', 0.10339703305939683), ('jamster', 0.10339703305939683), ('text', 0.23862814163339394), ('crazy frog', 0.25474347933524055), ('frog sound', 0.25474347933524055), ('poly text', 0.2923610681428276), ('real text', 0.2923610681428276), ('crazy frog sound', 0.29578421086301304), ('frog', 0.3156700824001995), ('crazy', 0.3215768001791537), ('gbp', 0.36849839861568723), ('week', 0.36849839861568723), ('poly', 0.47400619593208737), ('real', 0.47400619593208737), ('sound', 0.6431536003583074), ('sounds', 0.6431536003583074), ('apply', 0.6474784564621529), ('crazy sounds', 0.7054559945566726)]","['text', 'crazy frog', 'frog sound', 'poly text', 'real text', 'crazy frog sound', 'frog', 'crazy', 'gbp', 'week', 'poly', 'real', 'sound', 'sounds', 'apply', 'crazy sounds']","text,crazy frog,frog sound,poly text,real text,crazy frog sound,frog,crazy,gbp,week,poly,real,sound,sounds,apply,crazy sounds",",sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,sounds,s"
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call",1,train,"chance reality fantasy show call = 08707509020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 national = rate call",23,"[('chance reality fantasy', 0.003482049841251074), ('fantasy show call', 0.004233176857616798), ('reality fantasy show', 0.005839149684857626), ('rate call', 0.013922013765496717), ('chance reality', 0.019023450631677305), ('show call', 0.023060640324641415), ('reality fantasy', 0.03161515458398575), ('fantasy show', 0.03161515458398575), ('min ntt', 0.03161515458398575), ('croydon', 0.050379838256557986), ('national', 0.050379838256557986), ('call', 0.06438003252590727), ('chance', 0.10663906266607096), ('box', 0.10663906266607096), ('rate', 0.10663906266607096), ('reality', 0.1750607553998813), ('fantasy', 0.1750607553998813), ('show', 0.1750607553998813), ('min', 0.1750607553998813), ('ntt', 0.1750607553998813)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,Adult 18 Content Your video will be with you shortly,1,train,adult 18 content video shortly,5,"[('content video shortly', 0.008321268142839145), ('adult', 0.04491197687864554), ('content video', 0.04940384002065631), ('video shortly', 0.04940384002065631), ('content', 0.15831692877998726), ('shortly', 0.15831692877998726), ('video', 0.29736558256021506)]",['video'],video,.com/news/news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news-news
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,train,"chance reality fantasy show call = 08707509020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 national = rate call.",23,"[('chance reality fantasy', 0.003482049841251074), ('fantasy show call', 0.004233176857616798), ('reality fantasy show', 0.005839149684857626), ('rate call', 0.013922013765496717), ('chance reality', 0.019023450631677305), ('show call', 0.023060640324641415), ('reality fantasy', 0.03161515458398575), ('fantasy show', 0.03161515458398575), ('min ntt', 0.03161515458398575), ('croydon', 0.050379838256557986), ('national', 0.050379838256557986), ('call', 0.06438003252590727), ('chance', 0.10663906266607096), ('box', 0.10663906266607096), ('rate', 0.10663906266607096), ('reality', 0.1750607553998813), ('fantasy', 0.1750607553998813), ('show', 0.1750607553998813), ('min', 0.1750607553998813), ('ntt', 0.1750607553998813)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,train,"hey boys. want hot xxx pics sent direct 2 ur phone? txt porn 69855, 24hrs free 50p per day. stop text stopbcm sf wc1n3xx",24,"[('hey boys', 0.0565406034156422), ('hey', 0.23133275159292982), ('boys', 0.23133275159292982), ('free', 0.27573389687933125), ('direct', 0.5110573480904945), ('phone', 0.5110573480904945), ('pics sent direct', 0.5590489604659448), ('txt porn', 0.5732105463588063), ('txt', 0.6036200563782421), ('porn', 0.6036200563782421), ('day', 0.6036200563782421), ('stop', 0.6511101154454433), ('hot', 0.7016498766455139), ('xxx', 0.7016498766455139), ('pics', 0.7016498766455139), ('text', 0.8076562869538214), ('stopbcm', 0.8076562869538214), ('hot xxx', 0.9697158139552228), ('xxx pics', 0.9697158139552228), ('stop text', 1.109140327234087)]","['hey', 'boys', 'free', 'direct', 'phone', 'pics sent direct', 'txt porn', 'txt', 'porn', 'day', 'stop', 'hot', 'xxx', 'pics', 'text', 'stopbcm', 'hot xxx', 'xxx pics', 'stop text']","hey,boys,free,direct,phone,pics sent direct,txt porn,txt,porn,day,stop,hot,xxx,pics,text,stopbcm,hot xxx,xxx pics,stop text",",stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop video,stop"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,train,urgent! mobile number awarded å£2000 prize guaranteed. call 09058094454 land line. claim 3030. valid 12hrs,15,"[('urgent', 0.0726772423782132), ('call', 0.28396041294839813), ('claim', 0.32705176562700716), ('valid', 0.3568200533666425), ('prize guaranteed', 0.37306711088575134), ('mobile', 0.5212518383364516), ('prize', 0.5212518383364516), ('guaranteed', 0.5212518383364516), ('mobile number', 0.5876889435915774), ('land line', 0.6030568194590986), ('land', 0.6133447588150343), ('line', 0.6133447588150343), ('number', 0.710124506004048), ('awarded', 0.710124506004048), ('mobile number awarded', 0.9350078603711882), ('number awarded', 1.0172548476589933)]","['call', 'claim', 'valid', 'prize guaranteed', 'mobile', 'prize', 'guaranteed', 'mobile number', 'land line', 'land', 'line', 'number', 'awarded', 'mobile number awarded', 'number awarded']","call,claim,valid,prize guaranteed,mobile,prize,guaranteed,mobile number,land line,land,line,number,awarded,mobile number awarded,number awarded",",mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile number awarded,mobile"
spam,You have 1 new message. Please call 08712400200.,1,train,1 new message. please call 08712400200.,6,"[('message', 0.2005079697193566), ('call', 0.46553351027698087)]","['message', 'call']","message,call","out: """",
                                             "
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,train,currently message awaiting collection. collect message call 08718723815.,8,"[('message awaiting collection', 0.02219873736302613), ('awaiting collection', 0.03985444220279051), ('collect message call', 0.11405511786763098), ('message awaiting', 0.13064959758481184), ('collection', 0.1554527012770092), ('collect message', 0.22364878441994993), ('message call', 0.22364878441994993), ('message', 0.23433876543145388), ('awaiting', 0.246550513069643), ('collect', 0.38997397536695666), ('call', 0.38997397536695666)]","['collect message', 'message call', 'message', 'awaiting', 'collect', 'call']","collect message,message call,message,awaiting,collect,call",",collect,call,collect,call,collect,call,collect,call,collect,call,collect,call,collect,call,call,call,call,call,call,call,call,call,call,call,call"
spam,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,train,"urgent! mobile awarded å£1,500 bonus caller prize 27/6/03. final attempt 2 contact u! call 08714714011",15,"[('urgent', 0.06997357213356549), ('call', 0.31813151393529204), ('bonus caller prize', 0.47210770726752826), ('mobile', 0.5110573480904945), ('bonus', 0.5110573480904945), ('prize', 0.5110573480904945), ('mobile awarded', 0.5590489604659448), ('bonus caller', 0.5590489604659448), ('caller prize', 0.5590489604659448), ('final attempt', 0.5732105463588063), ('final', 0.6036200563782421), ('attempt', 0.6036200563782421), ('contact', 0.6036200563782421), ('awarded', 0.7016498766455139), ('caller', 0.7016498766455139)]","['call', 'bonus caller prize', 'mobile', 'bonus', 'prize', 'mobile awarded', 'bonus caller', 'caller prize', 'final attempt', 'final', 'attempt', 'contact', 'awarded', 'caller']","call,bonus caller prize,mobile,bonus,prize,mobile awarded,bonus caller,caller prize,final attempt,final,attempt,contact,awarded,caller",",caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,caller prize,call"
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,train,"ever notice driving, anyone going slower idiot everyone driving faster maniac?",11,"[('driving faster maniac', 0.006244834480795627), ('faster maniac', 0.021567786782198985), ('slower idiot', 0.035715520099333646), ('notice driving', 0.05259515133015473), ('driving faster', 0.05259515133015473), ('maniac', 0.11369206228658875), ('idiot everyone driving', 0.11487806119690562), ('driving', 0.13453835116331675), ('notice', 0.18569843656348187), ('slower', 0.18569843656348187), ('idiot', 0.18569843656348187), ('faster', 0.18569843656348187)]",[],,on-1-0-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-1-
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,train,"xmas offer! latest motorola, sonyericsson & nokia & free bluetooth dvd! double mins & 1000 txt orange. call mobileupd8 08000839402 call2optout/4qf2",21,"[('xmas offer', 0.0565406034156422), ('sonyericsson', 0.20717186494652254), ('nokia', 0.20717186494652254), ('xmas', 0.23133275159292982), ('offer', 0.23133275159292982), ('call', 0.31813151393529204), ('latest motorola', 0.35350894161299157), ('free bluetooth dvd', 0.47210770726752826), ('latest', 0.5110573480904945), ('motorola', 0.5110573480904945), ('free', 0.5110573480904945), ('dvd', 0.5110573480904945), ('free bluetooth', 0.5590489604659448), ('bluetooth dvd', 0.5590489604659448), ('double mins', 0.5732105463588063), ('txt orange', 0.5732105463588063), ('double', 0.6036200563782421), ('mins', 0.6036200563782421), ('txt', 0.6036200563782421), ('orange', 0.6036200563782421)]","['sonyericsson', 'nokia', 'xmas', 'offer', 'call', 'latest motorola', 'free bluetooth dvd', 'latest', 'motorola', 'free', 'dvd', 'free bluetooth', 'bluetooth dvd', 'double mins', 'txt orange', 'double', 'mins', 'txt', 'orange']","sonyericsson,nokia,xmas,offer,call,latest motorola,free bluetooth dvd,latest,motorola,free,dvd,free bluetooth,bluetooth dvd,double mins,txt orange,double,mins,txt,orange",",txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt,txt"
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,train,reply win å£100 weekly! professional sport tiger woods play? send stop 87239 end service,14,"[('weekly', 0.06588837669267192), ('reply win', 0.0934346755383478), ('reply', 0.2200560909321288), ('win', 0.38831292435681075), ('professional', 0.4949246952252326), ('play', 0.4949246952252326), ('professional sport', 0.5162806230574593), ('woods play', 0.5162806230574593), ('send stop', 0.5286731219590494), ('end service', 0.5286731219590494), ('send', 0.5880798524606783), ('stop', 0.5880798524606783), ('end', 0.5880798524606783), ('service', 0.5880798524606783), ('sport', 0.68796622281612), ('tiger', 0.68796622281612), ('woods', 0.68796622281612), ('tiger woods play', 0.7455031627189532), ('professional sport tiger', 0.7455031627189533), ('sport tiger', 0.8986050855370177)]","['reply', 'win', 'professional', 'play', 'professional sport', 'woods play', 'send stop', 'end service', 'send', 'stop', 'end', 'service', 'sport', 'tiger', 'woods', 'tiger woods play', 'professional sport tiger', 'sport tiger']","reply,win,professional,play,professional sport,woods play,send stop,end service,send,stop,end,service,sport,tiger,woods,tiger woods play,professional sport tiger,sport tiger",",sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,sport tiger,s"
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,train,message free. welcome new & improved sex & dogging club! unsubscribe service reply stop. msgs@150p 18+only,16,"[('message free', 0.0565406034156422), ('message', 0.23133275159292982), ('free', 0.23133275159292982), ('msgs', 0.31813151393529204), ('improved sex', 0.35350894161299157), ('dogging club', 0.35350894161299157), ('improved', 0.5110573480904945), ('sex', 0.5110573480904945), ('dogging', 0.5110573480904945), ('club', 0.5110573480904945), ('unsubscribe', 0.6036200563782421), ('stop', 0.6036200563782421), ('service', 0.7740813452640246), ('reply', 0.7740813452640246), ('unsubscribe service', 0.8770566391161699), ('reply stop', 0.8770566391161699), ('service reply', 1.4950219888008849), ('unsubscribe service reply', 1.9068786287295503), ('service reply stop', 1.9068786287295503)]","['message', 'free', 'msgs', 'improved sex', 'dogging club', 'improved', 'sex', 'dogging', 'club', 'unsubscribe', 'stop', 'service', 'reply', 'unsubscribe service', 'reply stop', 'service reply', 'unsubscribe service reply', 'service reply stop']","message,free,msgs,improved sex,dogging club,improved,sex,dogging,club,unsubscribe,stop,service,reply,unsubscribe service,reply stop,service reply,unsubscribe service reply,service reply stop",",service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service reply stop,service"
