Line_item_target,line_item_narative,label,train_test_tag,description,word_count,yake_keywords,yake_keywords_cutoff,yake_keywords_cutoff_ud
ham,I dont have i shall buy one dear,0,train,dont shall buy one dear,5,"[('dont shall buy', 0.04940384002065631), ('buy one dear', 0.04940384002065631), ('dont', 0.15831692877998726), ('dear', 0.15831692877998726), ('buy', 0.29736558256021506)]",['buy'],buy
ham,Oh god i am happy to see your message after 3 days,0,test,oh god happy see message 3 days,7,"[('days', 0.04491197687864554), ('happy see message', 0.04940384002065631), ('god happy', 0.09700399286574239), ('message', 0.15831692877998726), ('god', 0.29736558256021506), ('happy', 0.29736558256021506)]","['god', 'happy']","god,happy"
ham,What year. And how many miles.,0,train,year. many miles.,3,"[('year', 0.05899937629682816), ('miles', 0.46553351027698087)]",['miles'],miles
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself. ,0,train,hey cutie. goes it? wales kinda ok. like hills shit still avent killed myself.,14,"[('hey cutie', 0.050888965170882816), ('hey', 0.2200560909321288), ('cutie', 0.2200560909321288), ('wales', 0.5880798524606783), ('kinda', 0.7625957055371981), ('hills', 0.7625957055371981), ('shit', 0.7625957055371981), ('avent', 0.7625957055371981), ('killed', 0.7625957055371981), ('wales kinda', 0.8131286944405928), ('hills shit', 1.3897843987848642), ('shit still avent', 1.3897843987848642), ('avent killed', 1.3897843987848642)]","['hey', 'cutie', 'wales', 'kinda', 'hills', 'shit', 'avent', 'killed', 'wales kinda', 'hills shit', 'shit still avent', 'avent killed']","hey,cutie,wales,kinda,hills,shit,avent,killed,wales kinda,hills shit,shit still avent,avent killed"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,train,"sad story man - last week b'day. wife did'nt wish me. parents forgot n kids . went work. even colleagues wish. entered cabin pa said, '' happy b'day boss !!''. felt special. askd 4 lunch. lunch invited apartment. went there. said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife, parents, kidz, friends n colleagues. screaming.. surprise !! waiting sofa.. ... ..... ' naked...!",73,"[('sad story man', 0.00977270084515572), ('sad story', 0.04982703100465328), ('story man', 0.04982703100465328), ('sad', 0.1830388906818546), ('man', 0.1830388906818546), (""week b'day"", 0.18360218335511755), ('story', 0.2593008164320483), ('week', 0.2593008164320483), ('lunch', 0.2930495639618793), (""b'day"", 0.29911500785632794), ('forgot n kids', 0.3159965619832817), ('wife', 0.36378260491953746), ('parents', 0.36378260491953746), ('colleagues', 0.3675648722995285), ('kids', 0.43761300964867617), ('work', 0.43761300964867617), ('askd', 0.4952140979254745), (""happy b'day"", 0.533402929448452), (""b'day boss"", 0.533402929448452), (""happy b'day boss"", 0.5456204848978303)]","['story', 'week', 'lunch', ""b'day"", 'forgot n kids', 'wife', 'parents', 'colleagues', 'kids', 'work', 'askd', ""happy b'day"", ""b'day boss"", ""happy b'day boss""]","story,week,lunch,b'day,forgot n kids,wife,parents,colleagues,kids,work,askd,happy b'day,b'day boss,happy b'day boss"
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,0,train,think go honesty road. call bank tomorrow. tough decisions make great people.,12,"[('honesty road', 0.0934346755383478), ('road', 0.2200560909321288), ('honesty', 0.38831292435681075), ('call bank tomorrow', 0.40991697689533735), ('call', 0.4949246952252326), ('tomorrow', 0.4949246952252326), ('call bank', 0.5162806230574593), ('bank tomorrow', 0.5162806230574593), ('tough', 0.5880798524606783), ('people', 0.5880798524606783), ('bank', 0.68796622281612), ('decisions', 0.7625957055371981), ('make', 0.7625957055371981), ('great', 0.7625957055371981), ('tough decisions', 0.8131286944405928), ('great people', 0.8131286944405928), ('decisions make', 1.3897843987848642), ('make great', 1.3897843987848642), ('tough decisions make', 1.6641344268913383), ('make great people', 1.6641344268913383)]","['road', 'honesty', 'call bank tomorrow', 'call', 'tomorrow', 'call bank', 'bank tomorrow', 'tough', 'people', 'bank', 'decisions', 'make', 'great', 'tough decisions', 'great people', 'decisions make', 'make great', 'tough decisions make', 'make great people']","road,honesty,call bank tomorrow,call,tomorrow,call bank,bank tomorrow,tough,people,bank,decisions,make,great,tough decisions,great people,decisions make,make great,tough decisions make,make great people"
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,1,test,free 1st week! no1 nokia tone 4 ur mob every week txt nokia 87077 get txting tell ur mates. zed pobox 36504 w45wq norm150p/tone 16+,25,"[('free', 0.08862653533494358), ('tone', 0.22886677368460387), ('week', 0.25592561889022813), ('nokia', 0.32371225249779373), ('zed pobox', 0.38134862053301416), ('week txt', 0.416692512174977), ('nokia tone', 0.42115687820696385), ('mates', 0.43178953083660293), ('week txt nokia', 0.4968066922945251), ('zed', 0.5254234366574086), ('pobox', 0.5254234366574086), ('mob', 0.5746406439067436), ('txt', 0.5746406439067436), ('txting', 0.5746406439067436), ('txt nokia', 0.5924490763965934), ('mob every week', 0.7328223150391475)]","['tone', 'week', 'nokia', 'zed pobox', 'week txt', 'nokia tone', 'mates', 'week txt nokia', 'zed', 'pobox', 'mob', 'txt', 'txting', 'txt nokia', 'mob every week']","tone,week,nokia,zed pobox,week txt,nokia tone,mates,week txt nokia,zed,pobox,mob,txt,txting,txt nokia,mob every week"
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,test,no. specialisation. work slave labor. look month sha cos shakara 4 beggar.,12,"[('specialisation', 0.2200560909321288), ('beggar', 0.26303348124903125), ('work slave labor', 0.40991697689533735), ('work', 0.4949246952252326), ('labor', 0.4949246952252326), ('work slave', 0.5162806230574593), ('slave labor', 0.5162806230574593), ('shakara', 0.5880798524606783), ('slave', 0.68796622281612), ('month', 0.7625957055371981), ('sha', 0.7625957055371981), ('cos', 0.7625957055371981), ('cos shakara', 0.8131286944405928), ('month sha', 1.3897843987848642), ('sha cos', 1.3897843987848642), ('sha cos shakara', 1.6641344268913383), ('month sha cos', 3.1161016824286567)]","['specialisation', 'beggar', 'work slave labor', 'work', 'labor', 'work slave', 'slave labor', 'shakara', 'slave', 'month', 'sha', 'cos', 'cos shakara', 'month sha', 'sha cos', 'sha cos shakara', 'month sha cos']","specialisation,beggar,work slave labor,work,labor,work slave,slave labor,shakara,slave,month,sha,cos,cos shakara,month sha,sha cos,sha cos shakara,month sha cos"
ham,Is she replying. Has boye changed his phone number,0,train,replying. boye changed phone number,5,"[('replying', 0.05899937629682816), ('boye changed', 0.4456055016437946), ('phone number', 0.4456055016437946), ('boye', 0.46553351027698087), ('number', 0.46553351027698087), ('boye changed phone', 0.5777370055722434), ('changed phone number', 0.5777370055722434), ('changed', 0.6621399683957523), ('phone', 0.6621399683957523), ('changed phone', 0.7807198046783035)]","['boye changed', 'phone number', 'boye', 'number', 'boye changed phone', 'changed phone number', 'changed', 'phone', 'changed phone']","boye changed,phone number,boye,number,boye changed phone,changed phone number,changed,phone,changed phone"
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,0,test,hi darlin im way london smashed another driver! big dent! im really missing u u to? xxx,17,"[('smashed another driver', 0.03465229800090378), ('london smashed', 0.0565406034156422), ('driver', 0.1447773057422032), ('big dent', 0.1588666998905099), ('darlin', 0.23133275159292982), ('london', 0.23133275159292982), ('smashed', 0.23133275159292982), ('xxx', 0.31813151393529204), ('big', 0.3702539456099092), ('dent', 0.3702539456099092), ('missing', 0.6036200563782421)]","['darlin', 'london', 'smashed', 'xxx', 'big', 'dent', 'missing']","darlin,london,smashed,xxx,big,dent,missing"
ham,"Nothing really, just making sure everybody's up to speed",0,train,"nothing really, making sure everybody's speed",6,"[('making', 0.15831692877998726), ('speed', 0.15831692877998726)]",[],
ham,I'm not coming home 4 dinner.,0,train,i'm coming home 4 dinner.,5,"[('dinner', 0.04491197687864554), ('coming home', 0.04940384002065631), ('home', 0.15831692877998726), ('coming', 0.29736558256021506)]",['coming'],coming
ham,"Thank you. And by the way, I just lost.",0,train,"thank you. way, lost.",4,"[('lost', 0.17881754828257995)]",[],
ham,Yes.he have good crickiting mind,0,train,yes.he good crickiting mind,4,"[('yes.he good crickiting', 0.01655915082773619), ('good crickiting mind', 0.016559150827736194), ('yes.he good', 0.04940384002065631), ('crickiting mind', 0.04940384002065631), ('good crickiting', 0.09700399286574239), ('yes.he', 0.15831692877998726), ('mind', 0.15831692877998726), ('good', 0.29736558256021506), ('crickiting', 0.29736558256021506)]","['good', 'crickiting']","good,crickiting"
ham,Thx. All will be well in a few months,0,train,thx. well months,3,"[('thx', 0.05899937629682816), ('months', 0.46553351027698087)]",['months'],months
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,0,test,\can please come imin town.dontmatter urgoin outl8r,7,"[('imin town.dontmatter urgoin', 0.016559150827736194), ('town.dontmatter urgoin', 0.04940384002065631), ('imin town.dontmatter', 0.09700399286574239), ('urgoin', 0.15831692877998726), ('imin', 0.29736558256021506), ('town.dontmatter', 0.29736558256021506)]","['imin', 'town.dontmatter']","imin,town.dontmatter"
ham,I wont. So wat's wit the guys,0,train,wont. wat's wit guys,4,"[('wont', 0.05899937629682816), ('wat wit guys', 0.31623118328058825), ('wat wit', 0.4456055016437946), ('wit guys', 0.4456055016437946), ('wat', 0.46553351027698087), ('guys', 0.46553351027698087), ('wit', 0.6621399683957523)]","['wat wit guys', 'wat wit', 'wit guys', 'wat', 'guys', 'wit']","wat wit guys,wat wit,wit guys,wat,guys,wit"
ham,Yavnt tried yet and never played original either,0,train,yavnt tried yet never played original either,7,"[('played original', 0.09700399286574239), ('yavnt', 0.15831692877998726), ('played', 0.29736558256021506), ('original', 0.29736558256021506)]","['played', 'original']","played,original"
ham,"Hiya, had a good day? Have you spoken to since the weekend?",0,train,"hiya, good day? spoken since weekend?",6,"[('good day', 0.04188746641162499), ('hiya', 0.05899937629682816), ('good', 0.2005079697193566), ('day', 0.2005079697193566), ('spoken since weekend', 0.2766850298235749), ('spoken', 0.46553351027698087), ('weekend', 0.46553351027698087)]","['good', 'day', 'spoken since weekend', 'spoken', 'weekend']","good,day,spoken since weekend,spoken,weekend"
ham,See? I thought it all through,0,train,see? thought,2,"[('thought', 0.17881754828257995)]",[],
ham,get ready to moan and scream :),0,test,get ready moan scream :),5,"[('ready moan scream', 0.016559150827736194), ('moan scream', 0.04940384002065631), ('ready moan', 0.09700399286574239), ('scream', 0.15831692877998726), ('ready', 0.29736558256021506), ('moan', 0.29736558256021506)]","['ready', 'moan']","ready,moan"
ham,Oh k :)why you got job then whats up?,0,train,oh k :)why got job whats up?,7,"[('job', 0.29736558256021506)]",['job'],job
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0,test,"don,t think so. need going late school night. especially one class one missed last wednesday probably failed test friday",19,"[('late school night', 0.005401660759706154), ('school night', 0.02541909697430123), ('late school', 0.04188746641162499), ('failed test friday', 0.11501181900411048), ('don,t', 0.12363091320521931), ('night', 0.12363091320521931), ('test friday', 0.18075564686791562), ('late', 0.2005079697193566), ('school', 0.2005079697193566), ('class one missed', 0.2766850298235749), ('missed last wednesday', 0.2766850298235749), ('wednesday probably failed', 0.2766850298235749), ('failed test', 0.2766850298235749), ('friday', 0.32883716426354986), ('class', 0.46553351027698087), ('missed', 0.46553351027698087), ('wednesday', 0.46553351027698087), ('failed', 0.46553351027698087), ('test', 0.46553351027698087)]","['late', 'school', 'class one missed', 'missed last wednesday', 'wednesday probably failed', 'failed test', 'friday', 'class', 'missed', 'wednesday', 'failed', 'test']","late,school,class one missed,missed last wednesday,wednesday probably failed,failed test,friday,class,missed,wednesday,failed,test"
ham,And popping &lt;#&gt; ibuprofens was no help.,0,test,popping &lt;#&gt; ibuprofens help.,4,"[('popping', 0.04491197687864554), ('ibuprofens', 0.15831692877998726)]",[],
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",0,test,"babe ! goes day ? ? ? sip cappuccino think you, love ... send kiss across sea",17,"[('babe', 0.06997357213356549), ('day', 0.23133275159292982), ('love', 0.27573389687933125), ('sip', 0.6036200563782421), ('send', 0.6511101154454433), ('sea', 0.6511101154454433), ('cappuccino', 0.7740813452640246), ('kiss', 0.8076562869538214), ('sip cappuccino', 0.8770566391161699), ('send kiss', 1.109140327234087), ('kiss across sea', 1.109140327234087)]","['day', 'love', 'sip', 'send', 'sea', 'cappuccino', 'kiss', 'sip cappuccino', 'send kiss', 'kiss across sea']","day,love,sip,send,sea,cappuccino,kiss,sip cappuccino,send kiss,kiss across sea"
ham,Ok.,0,train,ok.,1,[],[],
ham,PS U no ur a grown up now right?,0,train,ps u ur grown right?,5,"[('grown', 0.29736558256021506)]",['grown'],grown
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",0,test,"chinatown got porridge, claypot rice, yam cake, fishhead beehoon... either eat cheap den go cafe n tok go nydc somethin...",20,"[('chinatown got porridge', 0.01552184797949213), ('claypot rice', 0.01552184797949213), ('yam cake', 0.01552184797949213), ('fishhead beehoon', 0.01552184797949213), ('chinatown', 0.12363091320521931), ('porridge', 0.12363091320521931), ('claypot', 0.12363091320521931), ('rice', 0.12363091320521931), ('yam', 0.12363091320521931), ('cake', 0.12363091320521931), ('fishhead', 0.12363091320521931), ('beehoon', 0.12363091320521931), ('nydc somethin', 0.18075564686791562), ('eat cheap den', 0.1829003496708144), ('eat cheap', 0.2766850298235749), ('cheap den', 0.2766850298235749), ('den go cafe', 0.2766850298235749), ('cafe n tok', 0.2766850298235749), ('tok go nydc', 0.2766850298235749), ('somethin', 0.32883716426354986)]","['eat cheap', 'cheap den', 'den go cafe', 'cafe n tok', 'tok go nydc', 'somethin']","eat cheap,cheap den,den go cafe,cafe n tok,tok go nydc,somethin"
ham,I know a few people I can hit up and fuck to the yes,0,test,know people hit fuck yes,5,"[('people hit fuck', 0.03339840940482845), ('people hit', 0.09700399286574239), ('hit fuck', 0.09700399286574239), ('people', 0.29736558256021506), ('hit', 0.29736558256021506), ('fuck', 0.29736558256021506)]","['people', 'hit', 'fuck']","people,hit,fuck"
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,0,train,purity friendship two smiling reading forwarded message..its smiling seeing name. gud evng,12,"[('reading forwarded message.', 0.009882334064812303), ('smiling reading forwarded', 0.021755855230702614), ('purity friendship', 0.03778968415624223), ('forwarded message.', 0.03778968415624223), ('reading forwarded', 0.06148019930999511), ('smiling reading', 0.08094423627943145), ('purity', 0.1513046335336394), ('message.', 0.1513046335336394), ('smiling', 0.15557541181235449), ('friendship two smiling', 0.16926941903896597), ('gud evng', 0.1712768859673408), ('friendship', 0.24066430701107397), ('reading', 0.24066430701107397), ('forwarded', 0.24066430701107397), ('gud', 0.3824015048530132), ('evng', 0.3824015048530132)]","['friendship', 'reading', 'forwarded', 'gud', 'evng']","friendship,reading,forwarded,gud,evng"
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,0,train,anything specific regards jaklin idk fuck,6,"[('jaklin idk fuck', 0.016559150827736194), ('idk fuck', 0.04940384002065631), ('specific regards jaklin', 0.09700399286574239), ('jaklin idk', 0.09700399286574239), ('fuck', 0.15831692877998726), ('specific', 0.29736558256021506), ('jaklin', 0.29736558256021506), ('idk', 0.29736558256021506)]","['specific', 'jaklin', 'idk']","specific,jaklin,idk"
ham,Oh god. I'm gonna Google nearby cliffs now.,0,train,oh god. i'm gonna google nearby cliffs now.,8,"[('god', 0.2005079697193566), ('gonna', 0.6621399683957523), ('google', 0.6621399683957523), ('nearby', 0.6621399683957523), ('cliffs', 0.6621399683957523), ('gonna google', 0.7807198046783035), ('google nearby', 0.7807198046783035), ('nearby cliffs', 0.7807198046783035), ('gonna google nearby', 1.0941763944892364), ('google nearby cliffs', 1.0941763944892364)]","['god', 'gonna', 'google', 'nearby', 'cliffs', 'gonna google', 'google nearby', 'nearby cliffs', 'gonna google nearby', 'google nearby cliffs']","god,gonna,google,nearby,cliffs,gonna google,google nearby,nearby cliffs,gonna google nearby,google nearby cliffs"
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,1,test,free camera phones linerental 4.49/month 750 cross ntwk mins. 1/2 price txt bundle deals also avble. call 08001950382 call2optout/j mf,20,"[('cross ntwk mins', 0.02297976975716566), ('free camera phones', 0.04455847491337158), ('camera phones linerental', 0.04455847491337158), ('month', 0.06588837669267192), ('free camera', 0.0934346755383478), ('phones linerental', 0.0934346755383478), ('cross ntwk', 0.0934346755383478), ('ntwk mins', 0.0934346755383478), ('camera phones', 0.17756077014849755), ('free', 0.2200560909321288), ('linerental', 0.2200560909321288), ('cross', 0.2200560909321288), ('mins', 0.2200560909321288), ('call', 0.26303348124903125), ('camera', 0.38831292435681075), ('phones', 0.38831292435681075), ('ntwk', 0.38831292435681075), ('price', 0.4949246952252326), ('avble', 0.4949246952252326), ('price txt', 0.5162806230574593)]","['free', 'linerental', 'cross', 'mins', 'call', 'camera', 'phones', 'ntwk', 'price', 'avble', 'price txt']","free,linerental,cross,mins,call,camera,phones,ntwk,price,avble,price txt"
ham,Yup i shd haf ard 10 pages if i add figures... ÌÏ all got how many pages?,0,test,yup shd haf ard 10 pages add figures... ìï got many pages?,12,"[('yup shd haf', 0.010253909831799277), ('shd haf ard', 0.010253909831799277), ('pages add figures', 0.021279743632738875), ('yup shd', 0.038712704770480444), ('haf ard', 0.038712704770480444), ('add figures', 0.038712704770480444), ('shd haf', 0.06293003982763551), ('pages add', 0.1273706910391025), ('yup', 0.1531727145735673), ('ard', 0.1531727145735673), ('figures', 0.1531727145735673), ('pages', 0.23216465691767033), ('shd', 0.2433193585127945), ('haf', 0.2433193585127945), ('add', 0.2433193585127945)]","['pages', 'shd', 'haf', 'add']","pages,shd,haf,add"
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. ",0,train,"ooh, 4got, i'm gonna start belly dancing moseley weds 6.30 u want 2 join me, cafe too.",17,"[('dancing moseley weds', 0.016559150827736194), ('gonna start belly', 0.03339840940482845), ('start belly dancing', 0.03339840940482845), ('belly dancing moseley', 0.03339840940482845), ('ooh', 0.04491197687864554), ('moseley weds', 0.04940384002065631), ('gonna start', 0.09700399286574239), ('start belly', 0.09700399286574239), ('belly dancing', 0.09700399286574239), ('dancing moseley', 0.09700399286574239), ('weds', 0.15831692877998726), ('join', 0.15831692877998726), ('cafe', 0.15831692877998726), ('gonna', 0.29736558256021506), ('start', 0.29736558256021506), ('belly', 0.29736558256021506), ('dancing', 0.29736558256021506), ('moseley', 0.29736558256021506)]","['gonna', 'start', 'belly', 'dancing', 'moseley']","gonna,start,belly,dancing,moseley"
ham,Thankyou so much for the call. I appreciate your care.,0,train,thankyou much call. appreciate care.,5,"[('thankyou much call', 0.04188746641162499), ('thankyou', 0.2005079697193566), ('call', 0.2005079697193566), ('care', 0.46553351027698087)]","['thankyou', 'call', 'care']","thankyou,call,care"
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,0,test,congrats ! treat pending.i mail 2 days.will mail thru.respect mother home.check mails.,12,"[('thru.respect mother home.check', 0.0033313147772424776), ('treat pending.i mail', 0.0038504079573277437), ('days.will mail thru.respect', 0.0038504079573277437), ('mail thru.respect mother', 0.00579414782791072), ('mother home.check mails', 0.00579414782791072), ('treat pending.i', 0.014693759054709975), ('thru.respect mother', 0.02190347123841009), ('mother home.check', 0.02190347123841009), ('days.will mail', 0.025124971092910998), ('pending.i mail', 0.03764278761872227), ('mail thru.respect', 0.03764278761872227), ('home.check mails', 0.03764278761872227), ('congrats', 0.05815421818951193), ('treat', 0.09891140904350601), ('days.will', 0.09891140904350601), ('mail', 0.12389459883293914), ('pending.i', 0.14640352592168662), ('thru.respect', 0.14640352592168662), ('mother', 0.14640352592168662), ('home.check', 0.14640352592168662)]",[],
ham,I called but no one pick up e phone. I ask both of them already they said ok.,0,train,called one pick e phone. ask already said ok.,9,"[('called one pick', 0.07796891081290885), ('pick e phone', 0.07796891081290885), ('called', 0.2005079697193566), ('phone', 0.2005079697193566), ('pick', 0.36073110501666333)]","['called', 'phone', 'pick']","called,phone,pick"
ham,Hi my email address has changed now it is ,0,train,hi email address changed,4,"[('email address changed', 0.016559150827736194), ('address changed', 0.04940384002065631), ('email address', 0.09700399286574239), ('changed', 0.15831692877998726), ('email', 0.29736558256021506), ('address', 0.29736558256021506)]","['email', 'address']","email,address"
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy \VALENTINES DAY\"" in advance""",0,test,"v-aluable. a-ffectionate. l-oveable. e-ternal. n-oble. t-ruthful. i-ntimate. n-atural. e-namous. happy \valentines day\"" advance""",13,"[('e-namous', 0.05899937629682816), ('happy', 0.17881754828257995), ('advance', 0.17881754828257995), ('valentines day', 0.2766850298235749), ('valentines', 0.46553351027698087), ('day', 0.46553351027698087)]","['valentines day', 'valentines', 'day']","valentines day,valentines,day"
ham,"Not much, just some textin'. How bout you?",0,test,"much, textin'. bout you?",4,"[('textin', 0.05899937629682816), ('bout', 0.46553351027698087)]",['bout'],bout
ham,Bring it if you got it,0,train,bring got,2,"[('bring', 0.15831692877998726)]",[],
ham,I'm in a movie. Call me 4 wat?,0,train,i'm movie. call 4 wat?,5,"[('call', 0.17881754828257995), ('wat', 0.17881754828257995), ('movie', 0.2005079697193566)]",['movie'],movie
ham,Not sure I have the stomach for it ...,0,test,sure stomach ...,3,"[('stomach', 0.15831692877998726)]",[],
ham,Haha... can... But i'm having dinner with my cousin...,0,test,haha... can... i'm dinner cousin...,5,"[('haha', 0.06588837669267192), ('cousin', 0.5880798524606783), ('dinner', 0.7625957055371981), ('dinner cousin', 0.8131286944405928)]","['cousin', 'dinner', 'dinner cousin']","cousin,dinner,dinner cousin"
ham,"A boy was late 2 home. His father: \POWER OF FRNDSHIP\""""",0,train,"boy late 2 home. father: \power frndship\""""",7,"[('boy late', 0.04188746641162499), ('home', 0.05899937629682816), ('father', 0.17881754828257995), ('boy', 0.2005079697193566), ('late', 0.2005079697193566), ('power frndship', 0.2766850298235749), ('power', 0.46553351027698087), ('frndship', 0.46553351027698087)]","['boy', 'late', 'power frndship', 'power', 'frndship']","boy,late,power frndship,power,frndship"
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,test,"(and man carlos definitely coming mu tonight, excuses)",8,"[('excuses', 0.04491197687864554), ('coming mu tonight', 0.04940384002065631), ('man carlos', 0.09700399286574239), ('carlos definitely coming', 0.09700399286574239), ('tonight', 0.15831692877998726), ('man', 0.29736558256021506), ('carlos', 0.29736558256021506), ('coming', 0.29736558256021506)]","['man', 'carlos', 'coming']","man,carlos,coming"
ham,soon you will have the real thing princess! Do i make you wet? :),0,test,soon real thing princess! make wet? :),7,"[('real thing princess', 0.04455847491337158), ('thing princess', 0.0934346755383478), ('real thing', 0.17756077014849755), ('princess', 0.2200560909321288), ('make wet', 0.32441639786848336), ('real', 0.38831292435681075), ('thing', 0.38831292435681075), ('make', 0.4949246952252326), ('wet', 0.4949246952252326)]","['princess', 'make wet', 'real', 'thing', 'make', 'wet']","princess,make wet,real,thing,make,wet"
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,0,test,raji..pls favour. pls convey birthday wishes nimya. pls. today birthday.,10,"[('pls favour', 0.09077740590376626), ('raji.', 0.10332126776154384), ('pls', 0.16316314685149663), ('favour', 0.17001933258634988), ('wishes nimya. pls', 0.283315889290155), ('birthday', 0.28825931873100424), ('pls convey birthday', 0.32741372361060056), ('pls convey', 0.34713492458517564), ('nimya. pls', 0.34713492458517564), ('convey birthday wishes', 0.36694338653338), ('birthday wishes nimya.', 0.36694338653338), ('wishes nimya.', 0.3833797712121776), ('today birthday', 0.4152889359964673), ('convey birthday', 0.4357480801036251), ('birthday wishes', 0.4357480801036251), ('today', 0.5089696637880934), ('convey', 0.5264339465361354), ('wishes', 0.5264339465361354), ('nimya.', 0.5264339465361354)]","['wishes nimya. pls', 'birthday', 'pls convey birthday', 'pls convey', 'nimya. pls', 'convey birthday wishes', 'birthday wishes nimya.', 'wishes nimya.', 'today birthday', 'convey birthday', 'birthday wishes', 'today', 'convey', 'wishes', 'nimya.']","wishes nimya. pls,birthday,pls convey birthday,pls convey,nimya. pls,convey birthday wishes,birthday wishes nimya.,wishes nimya.,today birthday,convey birthday,birthday wishes,today,convey,wishes,nimya."
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",0,train,"haha, legs neck killing amigos hoping end night burn, think could swing like hour?",14,"[('legs neck killing', 0.01655915082773619), ('end night burn', 0.016559150827736194), ('neck killing amigos', 0.03339840940482845), ('killing amigos hoping', 0.03339840940482845), ('amigos hoping end', 0.03339840940482845), ('hoping end night', 0.03339840940482845), ('haha', 0.04491197687864554), ('legs neck', 0.04940384002065631), ('night burn', 0.04940384002065631), ('swing like hour', 0.04940384002065631), ('neck killing', 0.09700399286574239), ('killing amigos', 0.09700399286574239), ('amigos hoping', 0.09700399286574239), ('hoping end', 0.09700399286574239), ('end night', 0.09700399286574239), ('legs', 0.15831692877998726), ('burn', 0.15831692877998726), ('hour', 0.15831692877998726), ('neck', 0.29736558256021506), ('killing', 0.29736558256021506)]","['neck', 'killing']","neck,killing"
spam,"URGENT! Your mobile No 07xxxxxxxxx won a å£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",1,test,"urgent! mobile 07xxxxxxxxx å£2,000 bonus caller prize 02/06/03! 2nd attempt reach you! call 09066362231 asap! box97n7qp, 150ppm",17,"[('urgent', 0.0726772423782132), ('mobile', 0.21395711372475543), ('call', 0.32705176562700716), ('asap', 0.32705176562700716), ('bonus caller prize', 0.5160626741006223), ('bonus', 0.5212518383364516), ('prize', 0.5212518383364516), ('bonus caller', 0.5876889435915774), ('caller prize', 0.5876889435915774), ('attempt', 0.6133447588150343), ('caller', 0.710124506004048), ('reach', 0.7811403120019252), ('attempt reach', 0.9197849211770944)]","['mobile', 'call', 'asap', 'bonus caller prize', 'bonus', 'prize', 'bonus caller', 'caller prize', 'attempt', 'caller', 'reach', 'attempt reach']","mobile,call,asap,bonus caller prize,bonus,prize,bonus caller,caller prize,attempt,caller,reach,attempt reach"
